"fittingattempt","dataset","K","initbetaNL","initgammaNL","initKNL","initbetaDD","initgammaDD","initbetaFD","initgammaFD","betaNL","gammaNL","KNL","betaDD","gammaDD","betaFD","gammaFD","lik","conv","likDD","convDD","likFD","convFD","NLLtrue","truebeta"
1,1,0,-2.84410772123138,-1.11691891573369,-2.80977356413765,-8.19063463898959,-2.4658222857355,-2.8475968404225,-3.35042539009371,0.00678099685489376,0.0727872132051188,0.217316271345538,9.26221035545064e-06,0.0602947828774424,0.0271684415029162,0.0775920289458521,42.7346949591593,0,42.7314618161086,0,42.9899821345177,0,43.1304943902458,0.05
2,1,0,-3.3528573029007,-1.2758094678817,-0.513344957147704,-7.10082239437559,-1.41553203054228,-3.28230187571119,-2.55523884171489,1.0639048186344e-11,0.891767578445737,5.79033049441145,0.00226440928804206,1.96871371353641,0.159447990915054,0.205709302272917,67.927000295077,1,68.4826701499469,0,42.9873087762082,0,43.1304943902458,0.05
3,1,0,-0.926785407246726,-2.20920098117408,-2.90458107513419,-6.68852742476804,-2.31700588662386,-3.44529371118215,-1.28072084709496,2.39988743060308e-10,0.0577998403403752,2.38930648507158,9.30308787571195e-06,0.0603586885098939,0.159490531524092,0.205763479556976,42.6547133286832,0,42.7314623612757,0,42.9873093191291,0,43.1304943902458,0.05
4,1,0,-4.26164142040769,-1.76420382424198,-2.12580453552472,-7.6469048212184,-1.95429536054745,-2.69518484344943,1.14706341073217,0.00694653251568529,0.073071353337183,0.215258476081257,9.28148181283589e-06,0.0603389047023949,0.0675298981611876,3.14893219839317,42.7347004190689,0,42.7314628620932,0,74.0960987275678,0,43.1304943902458,0.05
5,1,0,-3.26328852027818,-3.82180287460498,-2.85098924633956,-7.40619200759846,-0.880088879858728,-3.11984517907269,-3.02506407811744,0.0122144328108488,0.0745141506652098,0.142242065133965,9.28298303045716e-06,0.0603118609945475,0.128732129202728,0.176262008451704,42.7596200970365,10,42.7314603614449,0,42.9876659859789,0,43.1304943902458,0.05
1,2,0,-2.53157490482374,-1.55890685774204,-1.77512056541476,-7.89257354118918,-4.43271173313173,-3.14504587688915,-1.19523499899539,0.0456377006500375,0.325575734909327,0.264083209283469,4.71932886080799e-05,0.11036506147449,0.0319359605358711,0.0745207253396701,37.7453733321702,0,38.7459808189185,0,44.9968076862656,0,45.2816704307782,0.05
2,2,0,-3.30877821740873,-1.13078280797003,-2.1565094632114,-8.88783305529786,0.437715252675551,-2.69894276886008,-2.03217348745859,0.0456629859721891,0.325762026089302,0.264100199938748,0.00013805849921189,1.54916372438399,0.00836912503852969,0.0513491797881613,37.7453728141747,0,79.4345174325295,0,44.9936431090381,0,45.2816704307782,0.05
3,2,0,-3.31755880596509,-4.28697598256057,-2.16631780406916,-8.26236112733893,-1.82561035040006,-1.97978178277963,-2.44113455054525,0.045815464543652,0.325339901053361,0.263461034593519,4.73457797477252e-05,0.110583742120288,0.0776829782244839,0.119040269313965,37.7454087045724,0,38.7459348046601,0,45.0139066433956,0,45.2816704307782,0.05
4,2,0,-3.59064925799673,-4.7299978587132,-1.78828874222333,-8.19672761261043,-1.01570677824995,-3.92756662206162,-1.84218903904673,7.00651753574375e-05,0.10917076412839,0.945724251274135,4.73090647048489e-05,0.11050820522216,0.00865739920775756,0.0516239994876589,38.7143862726345,0,38.7459351203002,0,44.9936627871319,0,45.2816704307782,0.05
5,2,0,-2.08008645130587,-3.18912015849636,-2.56409186165557,-8.4365944353074,-1.97237196348474,-1.59403910424666,-3.39680836988035,0.0455991734561837,0.325392293862458,0.264055104832407,4.73361999568641e-05,0.110558984732531,0.0127930856436405,0.0556396087794191,37.7454243110725,0,38.7459344187537,0,44.9940263551052,0,45.2816704307782,0.05
1,3,0,-3.0581057055452,-0.962120553370158,-1.84188982257068,-6.32836403564192,-3.11938846310784,-2.25293941093508,-2.53770571225179,0.380237150714981,0.467167969851975,0.0266294524051016,0.00307356567305778,1.47559524309446,0.489954853971391,0.499853721619601,40.2519571810202,0,77.9197258561,0,40.6460771018092,0,40.9503105647103,0.05
2,3,0,-2.3843710701881,-2.41858255635195,-1.13706811616602,-8.74681931624272,-3.3235031102708,-3.01115000376126,-2.08244902623804,0.380845976217401,0.467407113837019,0.0264868682951723,1.25858260982341e-05,0.0608853624175351,0.490230371806624,0.500074208099921,40.2519877671888,0,40.524924294595,0,40.6460766907598,0,40.9503105647103,0.05
3,3,0,-1.24361991144954,-1.61699949530815,-1.93731927843741,-7.82974011187259,-3.83022142922055,-2.78933631932467,-2.46899727977875,0.380147515400488,0.467137009793855,0.0266553161329697,1.26421463395687e-05,0.060945110991505,0.490346048100996,0.500174593909944,40.2519611954446,0,40.5249206364145,0,40.6460767901751,0,40.9503105647103,0.05
4,3,0,-1.30110659638758,-1.45137476506156,-2.44606987341273,-7.50355874347669,-1.98903229386661,-2.68945693794947,-2.91878499019904,0.380340248380007,0.467128395099036,0.0265756045242497,1.26320713540909e-05,0.0609371227772944,0.490577269261455,0.500379577258559,40.2519616076748,0,40.5249202148609,0,40.646077502317,0,40.9503105647103,0.05
5,3,0,-1.80251534231833,-1.28827593513272,-2.25583374061656,-8.32412649002784,-2.26701173268129,-3.02653663945364,-3.03800849675565,0.380235035737809,0.467093947195389,0.0265985004329563,1.26003497561101e-05,0.060878849931124,0.490262040072472,0.500102512223748,40.2519583688805,0,40.5249182552042,0,40.6460766548421,0,40.9503105647103,0.05
1,4,0,-2.14111063464694,-2.65524510345687,-1.16299155248879,-8.78632587435056,-1.31605928551974,-2.66235344382758,-2.56187522137411,0.0543811926348924,0.199860249175195,0.14759802744152,2.1392361163766e-05,0.0794638578173574,0.0108933710269293,0.0655914997895471,33.03668465114,0,33.3284387476383,0,34.4072268517693,0,34.2595915109684,0.05
2,4,0,-4.39868890028692,-3.07388231880221,-2.32820552322782,-6.92139406583418,-1.71173398132384,-2.13112511990307,-2.74656315571831,0.0317790618347937,0.168954249693008,0.189951081701682,2.14061564510305e-05,0.0795064124850272,0.0419125130367755,0.106395925432271,33.0299463719816,0,33.3284404758353,0,34.4392150909844,0,34.2595915109684,0.05
3,4,0,-4.32992969854246,-1.48854938841769,-2.96057975216784,-7.74907434456532,-1.77408495869797,-1.79841697248258,-2.82883456770854,0.0317235368932104,0.168869880963045,0.190119349599071,2.13881801956457e-05,0.0794620336531581,0.0613431600334504,0.125477384640225,33.0299463875435,0,33.3284385976836,0,34.4395051952122,0,34.2595915109684,0.05
4,4,0,-3.30838426600582,-3.32645088536356,-3.47115833124166,-8.06386039263637,-2.83962408443856,-4.89676563595592,-1.96676214153315,0.031668936040442,0.168752064086936,0.190221832937983,2.14366642967013e-05,0.0795473764062006,0.010872492326969,0.0758607100988841,33.0299476179736,0,33.3284437616093,0,34.4389734066382,0,34.2595915109684,0.05
5,4,0,-3.21629480888371,-1.08186280380111,-0.77197949156655,-9.27720495354984,-1.26550626628351,-3.03299105175472,-4.08929366252493,2.67555410368598e-07,1.33191961486325,2.93031858812547,2.13719069537946e-05,0.0794371536695914,0.0167351603104358,0.0713521645365741,47.0035658159035,0,33.328439295444,0,34.4076527450161,0,34.2595915109684,0.05
1,5,0,-2.4275361356207,-2.51616206592798,-1.31065978421839,-7.46711650310895,-1.29667226078099,-4.34757354501517,-3.123335909535,0.164621991074657,0.32310534071824,0.0740845699592624,1.49333271128623e-05,0.0782317767141667,0.00873025379840503,0.0712304080498759,30.6411301828178,0,31.0376033286939,0,31.4023981559224,0,31.7301879631371,0.05
2,5,0,-2.91860479263185,-1.07437785106409,-1.8793643667013,-7.32123450105115,-0.248544890085503,-2.42312901707681,-2.51339272387063,0.163810491879252,0.321651433502137,0.0740142768034505,0.000318032190870068,1.62186798159034,0.0423542885470191,0.10432830263341,30.6410981201699,0,49.9720334983504,0,31.4035412115293,0,31.7301879631371,0.05
3,5,0,-1.293618272602,-2.35069796397831,-0.147080089663778,-7.63086759368284,-1.87409279665558,-1.52035575576735,-2.17815342494543,0.0631015147077522,0.913617070496166,2.9824011920975,1.48864998305466e-05,0.0781443141974603,0.0241883471884578,0.08644471444415,48.0978988071152,0,31.0376089628093,0,31.4027444725113,0,31.7301879631371,0.05
4,5,0,-4.08370192798611,-1.66263946401755,-1.99000309282263,-7.35822525456232,-2.40476056297901,-3.88276168720065,-2.53254436899168,0.163956576414326,0.321731923576846,0.0739266275236457,1.49002304107163e-05,0.078205607736271,0.00895149874297734,0.071454120281489,30.641097573318,0,31.0376033008172,0,31.4024001737469,0,31.7301879631371,0.05
5,5,0,-2.81878252968086,-2.67175628965822,-2.19259397912993,-6.73570730515551,-2.24633457529937,-1.29435139675795,-2.92769133910186,0.164768797147841,0.322408305674115,0.0736238328145312,1.49282177944653e-05,0.0782273322408623,0.022234745810307,0.0844907342591994,30.6411033448836,0,31.0376030556996,0,31.4026975306739,0,31.7301879631371,0.05
1,6,0,-3.43569410709035,-2.90236266906635,-1.80123603887035,-6.02147347121087,-2.4179039897498,-4.8225644500894,-2.84970497911976,0.112265803442873,0.245897416070056,0.092303323852807,0.0117987224831242,1.07877298073824,0.00207203140168927,0.0459632210253311,47.6309334533231,0,71.2591156964641,0,49.36474689322,0,50.5948628841614,0.05
2,6,0,-1.93151220074539,-0.807415823950569,-1.8895436981976,-8.34636049263353,-2.01486287847304,-2.6326220035784,-4.54637524188099,0.112118082743237,0.245915521101687,0.0925146092871798,1.30885523205942e-05,0.0582498445636668,0.0162152640749561,0.0599800672775129,47.6309266480999,0,48.5729979631977,0,49.3653198714106,0,50.5948628841614,0.05
