"fittingattempt","dataset","K","betaNL","gammaNL","KNL","betaDD","gammaDD","betaFD","gammaFD","lik","conv","likDD","convDD","likFD","convFD","truebeta"
1,1,0.6,0.000622526532995075,0.0976286251842267,0.726846746091421,7.77999158449329e-05,0.0911070619408077,0.162622885722128,0.13931266810017,115.797212614292,0,119.118831399848,0,254.972494034907,0,0.00158489319246111
