"fittingattempt","dataset","K","betaNL","gammaNL","KNL","betaDD","gammaDD","betaFD","gammaFD","lik","conv","likDD","convDD","likFD","convFD","truebeta"
1,1,1,0.000191828160076872,0.104864215247658,0.917525244211773,0.000103147469443411,0.102552005074902,0.00677008914782178,0.00279030579507471,132.73099002681,0,133.186646573746,0,371.572019836188,0,1e-04
2,1,1,0.00019186665223623,0.104877437595265,0.917499202450664,0.000103116443643925,0.102525713595242,0.208149589777456,0.165110686523262,132.730990200905,0,133.186576429984,0,318.623322752093,0,1e-04
3,1,1,0.000191860736132222,0.10487935121274,0.917512758926178,0.000103101697234908,0.10249449338889,0.208038836141169,0.164988824987907,132.730986808375,0,133.186548126203,0,318.623522189423,0,1e-04
4,1,1,0.000238908735869709,0.10483929099753,0.887820647074246,0.000103027525728008,0.102457257035405,0.20831858258788,0.165230525856408,132.783434940922,0,133.186902057093,0,318.623347907649,0,1e-04
5,1,1,0.000191712737797872,0.104864719730824,0.917604534498002,0.000103126440936796,0.102507208339496,0.208340361314577,0.165229626390238,132.730987522482,0,133.186578532663,0,318.623337890984,0,1e-04
6,1,1,0.000239176133514838,0.104846207243756,0.887676567864317,0.000103107223848239,0.10251054625856,0.208125485938485,0.16508588061346,132.783433572956,0,133.186555635851,0,318.623329474368,0,1e-04
7,1,1,0.000239079711783863,0.104838627852347,0.887731315797233,0.000103119695477651,0.102514732644547,0.208066958212028,0.165089466468388,132.783433877381,0,133.186557137779,0,318.62367835904,0,1e-04
8,1,1,0.00019171599232359,0.104870783193895,0.91760227767375,0.000103069498191269,0.102442494782436,0.208234668656413,0.165127904832857,132.730987977026,0,133.186657186603,0,318.623274748326,0,1e-04
9,1,1,0.000191605609468303,0.104873034932473,0.917693912499223,0.000103090967287451,0.102461998505693,0.208282632976667,0.165132070286386,132.730989638532,0,133.186607590086,0,318.623447119876,0,1e-04
10,1,1,0.000238870275937645,0.104832320270353,0.887836377934353,0.000103179840507286,0.102615571297019,0.2083090446071,0.165224626937347,132.783435039077,0,133.187006430388,0,318.623339439404,0,1e-04
11,1,1,1.39403842300821e-08,2.59321081678886e-10,1.82900268313898,0.000103145720655153,0.102518861820922,0.00540758716144193,0.00155278617302373,327.025447237687,0,133.186647656837,0,371.600469492385,0,1e-04
12,1,1,1.38333286356289e-08,7.49191326317116e-10,1.83006071847168,0.00010314937799776,0.10251459381344,0.208363845967547,0.165252117870849,327.025447720677,0,133.186689744318,0,318.623388627482,0,1e-04
13,1,1,0.000191768607446448,0.104874534226109,0.917577021283598,0.000103132040302173,0.102520185426768,0.208257951322988,0.165209334363967,132.730986796256,0,133.18658076628,0,318.623409227089,0,1e-04
14,1,1,0.000191720350891294,0.104873971888674,0.917603846000583,0.000103107300678093,0.102524270078644,0.208412614890428,0.165246039409809,132.730986865654,0,133.186595079269,0,318.623527502566,0,1e-04
15,1,1,1.34718374684812e-08,1.31274507592933e-05,1.83364913534044,0.00010314531851523,0.102535325347592,0.208068956346384,0.165033112067442,326.977933073204,0,133.18662040078,0,318.623413052114,0,1e-04
16,1,1,0.000239188104360489,0.104834149438842,0.887659834203475,0.000103074055030941,0.102427288931026,0.208239550589724,0.165169057919081,132.783433518557,0,133.186757080171,0,318.623270931849,0,1e-04
17,1,1,0.000191882630903051,0.104881235089075,0.917496994581418,0.000103065238293197,0.102491811964204,0.208123443513829,0.165077879299843,132.730987586289,0,133.186697070555,0,318.623321359697,0,1e-04
18,1,1,0.000191781723861461,0.104867782725445,0.917560922494647,0.000103071617289172,0.102494612995693,0.208229014024766,0.165102347101286,132.730987316207,0,133.186660561551,0,318.623374235574,0,1e-04
